system_indicator|card_number|product_id|customer_number|embossing_name|embossing_date|card_valid_through|previous_valid_through|card_type_plastictipping|authorised_amount|authorised_amount_sign|first_usage_date|ytd_transaction_purch|ytd_transaction_purch_sign|ytd_transaction_cash|ytd_transaction_cash_sign|annual_charge_date|no_of_years_to_waive_annual|activation_flag|life_card_flag|activation_change_date|branch_number|application_type_1|application_type_2|facility_group_account_number|processing_group|credit_limit|credit_limit_sign|temporary_limit|temporary_limit_sign|current_balance|current_balance_sign|balance_carried_forward|balance_carried_forward_sign|amount_due|amount_due_sign|total_payments_since_cutoff|total_payments_since_cutoff_sign|amount_in_arrears_1_period|amount_in_arrears_1_period_sign|amount_in_arrears_2_periods|amount_in_arrears_2_periods_sign|amount_in_arrears_3_periods|amount_in_arrears_3_periods_sign|amount_in_arrears_4_periods|amount_in_arrears_4_periods_sign|amount_in_arrears_5_periods|amount_in_arrears_5_periods_sign|amount_in_arrears_6_periods|amount_in_arrears_6_periods_sign|amount_in_arrears_7_periods|amount_in_arrears_7_periods_sign|amount_in_arrears_8_periods|amount_in_arrears_8_periods_sign|statement_type|statement_indicator|opening_date|manual_limit_adj_flag_1|manual_limit_adj_flag_2|latest_due_date|latest_period_processed|payoff_flag|block_code_date|arrear_level|from_acct_no|debit_type|number_of_times_x29_days_in|number_of_times_3059_days_i|number_of_times_6089_days_i|number_of_times_90119_days|number_of_times_120149_days|number_of_times_150179_days|number_of_times_180209_days|number_of_times_210239_days|ac_into_collection_date|old_card_number_1
qjxdyjdnme|tkwqntiorsbznivd|mnoxvk|pjzbkjbxygrkivljkyvnowtkhzfneg|eqelcmhdbsggelgnnbbujjnzsu|33941147|pcnutc|qccxak|o|20004082942|z|78557357|63365793225|y|69788505749|a|rlpace|b|mz|p|88940223|atim|a|p|zwaqxbdojtunfrgs|rt|31989503315|x|22330056385|k|03245702486|b|99687239863|j|09302472330|p|11135669144|a|45014855587|l|70576182973|v|41321613922|e|30928043558|t|77342926833|q|38881739292|v|62253106467|n|94487919024|r|ptfxuzulhcgfwrhu|y|30726821|04615608|47238593|36598699|18443491|47117437475|78283195|snh|bysgsvxlbj|f|ekp|nym|dve|njy|iwe|ugo|uhm|pow|08530562|pdgenfljnkznvaxf
pvrafedfje|jtmpvrtgghwrhqhr|azjxfg|nzieowyucbgkykikqxztjuervqpjyf|yyzzxkteiafuhxsnmszoxyxwgy|00113223|iumzxv|ymxsxe|w|79761904129|l|38031129|78536204251|x|30418641580|t|sltlpr|b|po|n|63981226|mjuv|r|x|anqrfpiqwiwmbqbj|hw|88373583107|j|91638466741|j|60031900169|r|63826402784|s|89560081056|o|31207968100|v|02979494467|n|31368221642|v|95958403288|m|36902698006|j|95522332489|j|82201793321|t|27974982524|k|81372536172|r|wblfnnfdfdiriwdj|o|42127397|38213479|26987927|92292325|94396881|59554490616|37831404|snh|tthijjfrao|p|rey|ubf|ofu|dhc|xus|osr|ngr|cuy|04469891|ysufjvelbphfhawn
vojxvqgooz|mvfgwafvlmrzbbhm|ffvxwg|lrcwruqpuvsyjoqmikaajobiuvncla|kkuewfsaqgkitvhxnkutsrvyrx|43349674|cdjzpc|rrvkke|d|18532453961|v|65376469|35041805433|x|02283586804|d|qnkzth|s|ww|e|33291491|ikra|o|r|txmjyjolcfvqlywn|ms|48252847506|g|07997315719|x|66042064308|g|83556023941|u|33901250967|c|69975385917|r|85544353664|n|10159332666|e|53235419420|t|57127425171|k|09469614632|q|41775770708|o|49099993100|n|03606696985|x|pjoaathvpojtmzvc|c|15536801|50275863|82605345|14163595|10331593|19429431898|81811610|lfd|qvcmrpxkvi|c|nyh|hda|kad|ocp|lpv|ixc|krl|ofl|44339750|fshcrhlkrkycmcpf
prpzkgktqr|srlkbptjgzegswpw|vyfvuw|xspgdevcjxfycsehkcpfvipfhymyek|tdzsvancyemjahlulmquebwewf|47006628|uhopkz|xtacsg|f|36261673809|z|77737712|36327230376|f|93616776283|w|dxhhgi|j|tj|a|61947804|uoes|e|g|bszrtfflwitberne|he|77737047861|r|40230925246|s|03036007697|i|11854624881|s|81092082897|e|96508489149|x|85772878070|z|83517430807|q|04409258636|r|84680087403|a|41014855217|p|84866426969|u|66193125565|a|96144438857|p|ukejezvxklhxgxsb|d|02097821|24781010|55014309|93732652|34273699|15262324041|21547397|xru|pwvunwqrth|q|joh|lst|kil|xwa|ejr|uvm|ygz|chc|50582829|mnzvviftcmjjuovw
mmujbxfkti|uqnuwdxfdnltlhin|jakwhd|qswggmpghkdieerczkqhofjhukasgl|ojluggcohkznwtafqdtyipksgu|39615416|oyrbsh|kuaxre|x|22217666390|q|82380561|30015440310|p|25502792955|p|jrskuq|g|vb|e|68240773|davu|a|i|nztyvxyokgqyihfw|yj|34984854264|d|15581709809|j|68911953865|f|65913057238|a|35738468119|m|23258084904|s|21320216025|u|86557140630|t|93895637105|c|04556046186|z|46676312128|a|47910688355|d|70219286918|y|77085950527|z|tocdwogrqagggcwq|b|38884997|12242149|30039485|54015702|96591690|09852921181|43441513|fzc|osyqaxlxpj|g|oay|uoz|iby|omm|dvu|iam|uff|qam|68414259|ryfxscmhinsrfzil
peqouzmzrh|rricnvfepxqepmzs|jecsbn|hxtbtqrayqmwpeqqsdudmewzoaydvg|evkaniiecewvoiidpeoeiagcnq|14213131|wjbslb|oedvtw|x|90902418559|e|08641844|97824768765|a|20108675076|x|gdzvlr|i|bc|n|95874317|empe|l|m|acbqxojqzewpstfu|pj|15182357718|h|69566324367|p|83997026083|g|32218435217|p|03429506302|w|95095536514|z|64715855604|m|46994983630|h|34687314989|p|87369537327|j|41549969415|k|41752397036|v|32340991093|z|38489925556|c|jnmhtahxjwdcdlqj|x|94268121|57807156|84620454|13474160|62460778|66106846849|35480672|rbi|oleoqhvbow|f|ayg|dsu|prz|mfe|waq|zii|sge|oty|82541712|kyugyvvitonzkltd
wbocttbetu|rvcqbcoxjcxlkswb|ejjcon|ccgrxnoflycavihbkajrtsxpyyuibd|iyxzsxhzqduiezkahgjdyenlbq|59352643|ozqsrq|zbwmeh|s|12588823011|s|38057014|36638676010|y|26249160905|e|pwktfm|w|ut|g|73067644|bres|j|c|ydzysorvwmnffspm|fq|93002749596|m|19829742078|h|68679135762|t|76187198235|k|48872072180|x|33305778492|s|07494564206|g|20334044531|o|95780128759|c|15314218755|m|66984600196|v|59222900650|n|31420181943|x|85561834205|a|eotgqxpuutnpmbdw|l|85101215|47567177|96363115|22870683|37216137|43270000962|96821913|vto|bzbbstduju|h|fnf|wra|gbx|pah|fze|bks|ivh|set|36244729|ukuffezaxbfxjhzk
kkqlmbnmfi|pnysubiacwrfpjny|kklkhw|rhvucbrqcbetmtikrxldmichsakhpy|afgznddwxsxifkjplyelyezklb|80833729|xyfznp|whdeqf|y|48732489012|k|45191579|66625697599|m|67068246891|n|gibqnf|p|pp|d|85518289|ldbl|m|n|izcrtvegmyhefwtf|pg|53477297374|p|61501810036|y|22711115280|p|99205002134|j|20341505129|r|89383380007|t|22818773482|n|20801893235|w|15749332097|d|86266784933|s|44819896506|r|24274177805|v|95986224026|d|72743966301|q|wqrkyrqvumborogk|n|39959932|48287434|20242641|78533641|21307939|74334125434|96197617|pwh|wehvdmgofk|x|wzx|wye|pcw|ulb|dto|wxc|xpe|psw|36677220|nqiqpownbhepokfw
pzgpgnohgx|huysndvexxlyhiri|vktkcm|ltplstitttnzhsqpowietkqmppufcv|frpiuwswkvbjporxafvgbztikd|73463975|pjzbof|kxqbmp|i|18614128412|x|73064845|98791044390|r|69958880590|v|zweene|a|kn|d|28408949|gutw|p|y|eigznuncdevsqlqk|oq|95504381822|z|82161005794|v|37652798747|j|29731729194|c|95739584620|q|44904289997|c|45534499827|c|45981676014|h|54872144664|a|52387103761|o|05446368134|z|82479629402|p|28833119262|h|00492990855|v|vebtrjpbkmesmntj|h|45957062|03004618|04637634|61505670|36827251|31892672847|79868350|ewm|rggygegixa|x|hik|ssv|ihe|knz|rlt|mju|nhg|kod|76623116|uhjjydavlwejudtu
tijzbxrujw|yzkbjyeaqlxsvsuh|mmnmmd|hqxgbkxpldnzmzbddkwidaociesvyn|irndtzsawnadexawsucnhibhds|81159867|gbgecy|lbgruv|o|95860530827|b|64609804|33795762451|q|90390157493|f|ofmdmm|y|pe|t|68229208|yvex|q|g|kgfxvhifagfxprnb|vh|28098284699|r|50299052910|q|11662587358|y|36588861909|k|17644000907|d|88410506205|j|50491975053|w|17970896091|b|26500007314|j|22979788067|j|80298300022|w|87123829501|e|18202538929|h|03995774705|q|ttmnziiajdwrrsnt|g|09103397|56571552|53869362|11783348|32485901|22327187616|31620181|dgq|pvtzngzoem|l|dtw|atx|sin|tfo|mbb|edp|nwx|lbu|69235786|aisvtiujwnkleqms
vwhqzdglag|tyedaxpkjbussjtz|kmavbl|dhjawvrymkeyrqftpqepkfpbgklfbd|dqfhegcgsskydyxcaumfotbyhu|99769444|pejvbd|vndnte|k|89129364197|z|74454683|40898442636|g|55571885562|s|ptgqto|i|hm|g|38765477|fesl|t|m|lxvvohcihcxwmvka|ci|11944834495|n|38318681873|m|63837076871|f|98606102388|y|26585284243|z|12420064663|f|24465851782|l|77856316489|b|33675559909|a|32538140062|w|16810024921|s|46092289538|f|18652953973|d|28885333726|d|kszaymeyigoeqstm|v|45351392|96657047|98345900|01273628|50781544|19999678316|16156364|zvo|wxlnvizegq|d|oyj|uzn|jyk|zji|imz|cof|wic|wny|31641404|uwidnfjbqvloddfh
wesjbehhhl|pfivghuxtmwlunvn|wpmpnb|irrdkznwljmvafaucbgnmuioymkcke|qsyzwfxbxmcekyupujzacwdegt|96784924|ixigdy|cnzipe|r|46171658402|l|51150190|86001828798|t|82370122181|o|ixaymz|e|qw|a|70513725|hsbf|i|d|gnxiwsmeucrevmaw|si|09519886824|p|97707925857|b|43132810359|p|24314559482|w|48300075184|i|82307580950|l|09928502401|i|09932051747|k|83497924706|o|03362073515|e|40915468758|t|78076728088|u|38136560916|t|02044462091|b|udlqboqopfmtvoaz|h|58176368|44059188|37108354|61019004|97231730|72026026049|04592617|qqw|ixfenmvywv|l|wfb|kpd|kcr|vkg|qbw|xju|dhv|bjy|87034988|coqedfzbdxniqxqq
lxsjebcuwb|dknustwwhdzlijvi|gybfhw|yckelibrijtcmbvdcbobkybqnqqfjd|hrimgdlxqvyqocftkwmykeflgw|75646301|zfpfaf|abutyf|v|39503914937|o|74869422|14831844772|g|69385302848|u|toezna|t|cp|d|30768934|znop|z|j|xjerbzfxnfoetswi|ul|76131239102|u|14514045329|v|26900178581|y|31611007465|h|37113526377|r|22174774252|z|63906206237|e|41979653638|k|98977172105|k|24255786186|l|41109570020|w|25041891432|o|94221867581|h|50046748818|y|flhlsyarxygxqxbv|k|78467638|44245774|12341448|41535663|65866183|76674665191|64727774|ulw|sytukbluez|d|xtp|iov|zbv|brd|axd|azr|xqe|kzh|34003370|qzhnmzcmobwbeppj
evtcefxzlu|ylratadknlyemcyx|jjogmv|rpshivimecdlxntmmdvskajgvtcgcb|qhbkhaylzxwmwlytzotokkevoo|02328570|klwekq|jesoen|w|34554724003|u|92297205|47337269153|j|68634007571|o|swxeud|y|mp|s|23926514|spld|t|e|caacprihirrhkkne|nc|68855611198|c|52347449331|w|73334236986|c|29174527870|p|34422846365|w|19033652653|z|07965247120|h|11826190853|a|17106845213|f|76131854505|n|43658582039|a|68245245640|a|13346495382|w|02078645773|w|uvzqfdbstpwiqokq|g|20112246|48737918|47176201|20641025|97747860|82675017882|16931064|qxn|crzbtmkwqr|m|soz|hsj|gmc|svc|guc|xjk|nob|gfb|57842029|mdzodeqpowbqgebm
pdsfjuishv|qnxnpjawmujoplmd|vvetyl|hcsgkdqadmsnvxdtcrauiobhgicbus|ijeiggbxlqcsweonkoyxnetetw|87389874|gbkkjv|lvollh|b|91166146318|g|50921133|72316564500|x|10375155385|k|vctkmh|f|ys|s|44000916|bvxx|l|d|saglydbqwbihauua|bh|19532271900|d|96868492784|x|55551817819|a|90927973237|i|34142460142|y|96341199326|x|52233429732|a|86361598175|g|75289122469|y|59666870754|p|39853659357|i|13023314203|b|65223984762|p|46461461793|q|jqtopxuyxlkhdsff|g|36256685|57472501|95252894|05381717|43707139|76715332710|62316406|drw|wukzrjjiel|s|xnc|ain|bxi|fux|ure|elv|eaa|igp|04078723|yewzytoiutllnajf
tzalxjynwp|zbtrueyzopxlwmyn|rwaegn|cumustamgikthgwaguexucoeiyibpp|aqjvgihsuwurxziakiteapifpq|50159873|fdrytp|zmdths|u|24415595964|x|03976976|86727265285|m|26802721180|v|kubmvm|j|vm|s|43128325|davo|n|a|mtsnafjrrxdulifb|rw|26071010256|q|90315647219|l|26109341154|r|76560782182|a|43786183398|q|12676518620|x|80063309453|r|50653633298|s|02380335548|z|88625861754|c|52294054263|h|58052925949|v|58025662247|w|85672231606|g|ujgtlpystkkvhojo|u|61051426|46438466|08073104|50513259|49821552|46620674891|04812335|brj|inxybspuwy|g|ewn|ecv|dus|jpf|yux|scn|mii|ajp|13131093|lsrahixqndcvbhfa
cwhbfhokyp|pzulcufiylzwdrfn|dhwbyz|ngoxduufmeypegonrnfnhzaildbnkm|hnydwhisihrzulxqofnjxigiwf|93348582|cqhmwh|ejhbcm|h|71412075799|r|41220523|46135024331|i|48234325411|x|nnocmr|v|bs|a|64072209|qymv|c|x|hdvysobmbqdwpteq|zl|47863824599|n|80202737941|z|60744319901|n|36659047866|v|51845566187|c|33057054104|l|41435847339|j|35305520611|v|48662623626|z|69530830438|k|67280932980|r|35134454736|m|73916149646|h|14538865999|x|grwvndroidsadoxy|u|48765749|66351082|24670617|08769348|63666138|32025030433|41337955|eqm|wvykorwddf|d|ahp|rvm|wqq|qpj|wmj|wcj|axk|cnx|76557837|htehfguagncovpgr
zcgjzqzozp|zidpnyyulpeayqfb|hrbamg|noybzafnytgnccqqvbwvoignkqsxln|lumhgqsqrxngywstyyuurkynfj|75480892|gsushh|rxatmo|k|40719967595|x|20159935|53170919384|x|06047865705|e|dfrjsi|j|ot|g|22888927|xgwa|k|k|yxbbzcvjsxpemoqc|rj|58798172014|v|68563088247|m|62666239991|j|55465259023|x|59758786086|y|94677427976|t|69386352870|r|51245375213|b|78813008706|b|52194678679|b|21894493574|h|52266932216|q|81063605983|i|38208571045|o|aoxnktftbilhapsv|h|99955422|68643270|40636099|62384330|88404802|76020075732|54679791|dvu|cykeoxbdmz|k|vll|ezu|ssr|kec|zqw|kpr|sah|ykd|09849432|urpapjgxcqtmbret
flnwybszib|rhwgkldyiekdtnxx|uiqhis|irgioizpiekrohiqlbjxpktxoozgwo|vopntykosvgwdtmryaamfpxxnv|45591264|bvyvgs|auaezv|p|92743348922|q|69772302|29745229442|a|57253422529|c|xvgraj|d|ou|y|38771020|lhhe|q|i|lhplsevtxnmxxxcl|zs|50519301243|d|02722704406|w|15143501655|w|51658739737|m|28501479176|i|17127042929|r|56088514161|z|77978254429|k|12489529363|d|93202319112|g|00680126618|l|05107256214|i|43606656334|i|93381030853|p|prnsaqzgfuxtkcav|w|67092491|18433043|53360742|84349896|09717056|46748619616|06244999|ald|xwbcfxpbma|q|rjv|wch|gft|yml|zqs|pxp|hvq|dxg|94150119|orivnsdjgkffgtrn
kcnuowcsif|opkrsuaizppzoqaj|wyrxun|oibwwuarydyxqymecmowmtjkqgbjkv|dqaekiwqucdsodlvvwrvvqvqge|71110762|ewhnrs|llbdbt|w|18731148031|u|28905411|81301645087|c|10919375638|d|xzwboe|s|ge|z|40390343|kwox|h|k|hahswqjbksrknrnm|hk|20582966951|i|25393369002|r|48739546797|o|71392159890|e|73599454628|p|19536641077|k|75556343535|q|65255096534|k|06608214533|l|72918721299|m|41580321492|c|64380372070|n|04248316436|g|34404762068|p|ynllxjuvocrdhcyc|s|61684299|70700452|69100536|25042267|57019427|67590304541|58203534|gfr|mdacbfcinm|s|csc|mqw|acx|kbf|zzc|ujb|sed|tdx|38726702|mrsjvyykywdynehu
kwtozvtktf|emknilgesotzvsoa|hujhrb|qrlylluebttdbjutssirglmcawgqan|ckznbkbwhrhhwejjkjqeycaeli|35828012|jztffk|gxrdrx|v|02893616017|u|71748613|42820187351|m|31153387653|p|wazols|s|ls|m|90353859|opbp|i|o|zjzstpqgmyizfzcc|ef|15140667319|c|17498710256|u|25796285072|o|34149633228|q|90129703983|s|18546023565|t|42227522682|u|57959511670|u|40906855272|m|86539795558|n|95623923806|y|29678235311|v|27037034667|a|37886787861|m|esgzskoyoaiyobyi|z|28825552|55503494|40650136|62266665|70565605|92576786531|91915296|yfo|pgnjyoiyom|p|ied|pdm|rfi|dmu|fbf|eyi|ymu|ads|98269097|qsqxpizapvjzcjlh
ltfhvnbbgr|oevjlwmkalmmbcqp|oohawh|swdvkdfrrxytcplsyxsltkhkplmtas|gebdrzdnieeawdomfpwqoqsinz|78796810|pjwtzs|tnfozx|y|05461526880|d|35054247|02438095404|j|51503822550|q|yaltqc|g|yy|c|78007508|qgfz|b|c|tzqfvcfqnrerptri|sp|46663035915|l|42103126172|t|31714097972|x|45340441121|a|84183778461|w|66174479062|z|17204192632|w|50392626425|l|63627245084|m|03366922805|r|31499507114|q|58042608475|u|67957154674|s|86819251134|u|tjqjbzvuhzzkfcws|u|29869675|77782307|47800728|04809010|46128254|56972573475|50210849|wuq|shocqzeoob|g|gdx|erf|hoc|zam|bma|sof|qkr|fzt|41696327|sbacpnecjnfzowsm
cezqnjuupi|uiqpmgleccbptccn|rdagic|gcfotksofanwfuqhxagpdjyevfsgii|ojysxxcztpoecxutmnznnrznrd|96578239|mgjdou|fkftsj|j|26180773992|y|04468829|03640067471|z|37031663268|j|sokuao|y|fb|q|00323443|vbre|j|z|jqkuboksbbilfqts|fj|62201663406|f|67206323705|f|89611987172|t|90042240552|x|33934270794|b|35595473339|x|21449888597|r|34812504119|j|91460518425|j|19398574466|f|91975269137|l|49944639338|w|23542064427|f|76871205346|n|jqnclqyiqhjtjzex|q|13933541|16833993|43596058|41287693|92105034|18687838560|10351286|zce|oligwhscag|j|ydj|tmc|adh|leb|cta|ced|klc|erj|20703048|ixqipbiisfjgthpp
zxmtyssuom|htyffqremidjrpph|ihirqx|itopkfoadbbprjhufxbgadwaimdhvk|bxxrjauzwmuambbninqpeappjc|62225280|oljqmo|qeqhex|x|14045200026|u|69370923|91013078927|k|48123961813|x|aflqon|t|mc|d|32880158|bgah|o|a|jyfloxnadhyzhwfd|cs|30938454068|e|16001345830|j|45572270510|u|36114730840|j|19618855121|n|08328928998|g|46539111476|l|82457492326|d|38131769539|c|22076393071|f|05541159121|w|38986369822|q|60020952996|b|96149847750|f|hslmwxtjhotvrutg|o|45616806|94884806|95060964|77006729|16902740|16603044927|55022329|jkt|zrtqfsjqjl|e|vjj|khl|laa|qxl|vsp|wjd|qar|vlu|37509687|hihjlmjhznpzfyqb
errllzwwcx|moodhbycjqsifzus|zuxaaj|pwwwyfkovokzhvahatgkitobflbzdp|hontqrtufujfeloosupnapbxzy|93152904|xghpqq|kggavi|f|57147487144|a|41167620|90776921005|w|10436624387|t|qekujf|j|vz|n|79824658|ujxa|x|k|ytguzlotqqcmjnhq|lo|69612638527|g|05939816616|h|01019067230|p|29014613618|a|82854886784|d|87957722181|q|98970538263|j|97898525750|j|05461822700|f|80645197340|u|96841476523|d|18790472181|c|42684476026|y|11300419827|t|opfuwanqqtwuvlof|g|13795645|89499751|00361043|24839369|53071785|72656142776|85915725|ztm|wiazbipzru|t|pbb|arg|wcq|ddm|rfg|gth|him|qzf|56535769|looxmuculbdrndtp
ajqykvjeyk|tmcuaoyedjuvezeq|yjkogz|tvauiwkjdyjdauapysvgdgskfnzmkd|dwtmucysynxymbytyzrjieweuz|19708749|pwjdcg|xeglyc|z|23973722066|n|07809028|01371003964|n|08674598602|l|tdrdcp|o|kn|c|72093611|vnhi|q|i|swiytffcvfhnjwzr|bg|00765080859|s|85240606661|p|70906578580|g|59595042905|y|73287809643|r|83144349191|z|20311691672|k|60200687084|b|23446594603|r|97279143621|l|28725941237|t|98448854044|d|03308021613|d|67972678277|v|unozecurxjvcmuqg|o|32375052|56233806|14251880|95333741|40142870|37916922093|66900336|cov|kdpsordowy|a|roj|ytq|kpd|atu|gnp|unc|ezj|ekw|07259116|pupygxyfvhkmxqwt
oxtjyuixin|dqrzvmqofqqwaara|jlxyxq|xcfcuvwgsyekfmydjgoxxglrcjjngr|krtyheifijcomwveoffvgmqmkz|33642405|cypqji|wfcrax|d|92306520956|z|07953087|12567445437|i|58885476509|i|whhmpl|b|vi|p|51589999|drlr|b|s|sggnedxywguwjime|ov|96899684062|w|19310953265|b|11164379428|f|45479821337|n|47365665370|f|17970662975|y|96942757035|d|98342952537|g|45223839805|i|57047037916|u|82519994444|w|39673933394|d|90955835637|f|54553729611|b|xhggmvhcdiymfbua|c|91127642|71505985|86633664|64615293|20730004|52219102770|19583811|pij|tyalmaiczx|m|edz|knk|tap|ntb|mag|kbp|ubq|mjw|51819719|btaxywoxmszseuck
bqziuigtdc|tqvxevkobfvounln|nozdni|mrvblquzkscfbtzfxlfbjugfjvvltm|twgylrksbajfgwtahkjtmjcfxt|80370716|soosna|rjjawz|u|54215704008|q|84181658|86780760790|l|41994429862|z|murbjh|k|nm|k|47447713|brdc|i|m|zuvtwfctubxoyink|nx|60490975897|z|62850746592|z|00830160522|u|26104495248|n|99746656688|w|65505455541|k|79635664494|n|62553283985|s|68477613482|q|97382084540|w|64950950793|z|39368545537|h|75416318582|z|84244068552|h|dtlyjyczsdzeiuvj|l|00040760|37494270|89679279|08557962|49550952|48408982495|45296321|eiv|fkvblxwjtv|n|vww|ktg|bfp|szo|ljh|dup|apn|tcv|22985362|jrdycrfdzxdlybqn
lqcopnhbyd|mxflfciuirmuqavq|zmizvi|xcbqrnpeqpuhihlqhrvogilkkgiuny|jkcrjrtnewddkcutmwniwlcxbh|17319494|xgxekv|rgqirp|j|22992158475|z|36745727|02778073500|k|60576020160|e|mqrvjz|f|mu|n|08493071|ystt|m|a|oooqhpkglobjtgfi|jk|65912756615|b|90603503523|d|61869691724|o|08814635175|e|47262559781|g|73943854985|g|48563401643|v|72682683047|r|63577550116|k|45701405878|m|29856442778|e|79330844772|m|74270859959|j|74800108414|z|szxagvdchsttsxtq|n|32881692|68444363|52250480|07217743|29342427|50982798324|16566359|kwi|adisswihfm|w|qtd|yot|hwg|qdo|nsq|xef|snu|ynv|27700424|bmllreweqbgoqkws
baezuogmkt|etymimmuervhtioe|puyrfv|epnvhokmddwarkgocsucuoqrdexkap|rcolothafjyempuxxvesjtvxyi|74823119|shpkju|dtrshv|t|57666304308|o|59238264|78306908664|e|24564350212|j|xzcfjt|t|ts|o|06454561|vppn|h|r|khqmfsrfbslnmgke|is|85317465867|j|19178840359|y|79820275683|n|19606934240|j|54850738455|u|66361025802|d|75840361749|t|31777068656|s|31398625203|k|37623624865|f|86290189069|c|49736518539|n|19056071737|w|29652852924|w|onpjxenbzluoqscv|e|29444539|18085859|75822740|53126973|72805934|95601718705|05456049|hhi|ufgordjqap|z|bqm|jwu|jnd|eth|rlm|wgn|muo|qll|54005512|eoahjaxkljhzzfnu
ttkacxjxkc|tqcbccsulbhbznxc|hbhrex|apyudcopzqpbznvxumgcxkkfmckvwz|bzvqnyoghlikslxfkgcywwulql|03182258|rvulkf|zxcpbb|h|79703461681|r|21925194|59516988509|s|75344776484|p|mcdtgh|o|jt|h|71679024|hjog|t|z|eiednvjtfqwsfqsl|qt|94935701713|s|61408256856|b|91253007598|o|13129835054|a|06525273605|h|33242590749|u|12092667885|d|29871702348|l|29252900866|e|39913558914|g|47636350827|q|34812310049|n|73197716997|b|13139663469|w|vtrvflqceegcofkn|o|04841410|23135432|51721636|19104977|82477902|13999198413|13782761|eje|xaucjhflph|i|usy|qmk|jdk|yxz|mir|zoo|ewl|vfz|32839359|wraioaetnxumyhxd
dsxqiadzmu|zgvpxxrgeljatcuo|eprkyo|sbapamdsfqzkysdxerbkambcpuymdj|vsedqztcufueclpouihoycvdcy|34263092|eefmty|bknqhk|r|97923905725|q|97783918|60801509814|h|16328501291|v|bwwfvz|m|op|a|04381780|zpca|t|b|dbgquahjafcbdspx|uj|86082263963|d|47928209016|f|77345468700|h|01238482968|g|51807917841|l|57995450942|p|98590794136|g|51374900597|v|03525055326|j|27027523356|w|00934764214|q|22602178205|m|22858254129|i|34309786075|w|hofkzvinkiuhcstd|z|80913841|18764780|36392450|11730823|03175403|01609318536|84239490|iec|dzrgvnzpug|b|ajg|mzt|ted|xsy|jcw|add|avp|jrc|41766256|edhdjfugbkrxfaca
myhzdkdxwz|khlmpauicfkswixl|nmpnzk|bgfrndfbtdvbtmmvngvcqixdfyydwq|vriutqyhhflfonijuftmlzyflu|59281879|dldszt|zdybmd|h|15241425465|q|84123740|67458894558|j|21916862281|n|csfiww|d|ec|h|76020130|ptsy|g|b|bvolgzmayluxqvdb|yg|03272502844|t|68951002674|h|32177225199|c|31044846948|w|26897311080|t|30139547115|d|01219042468|p|46926038417|y|45803042666|w|94609261025|s|53480370593|x|41006866135|e|95728818163|b|88580491437|o|obkswxvoezgnjmbo|k|24694370|25204279|99937346|30513665|39271355|31158580415|78849371|kbw|oefnamlyyy|b|bpa|gnl|tvo|xwz|dsd|kik|zqj|ywi|57508289|serjoeoqntfzlwxc
spndtubteb|cqqfvrgkdmjnoswb|kawinj|hdlmrwdtffcxeoohncpjzbzwtfnfld|mnoodktmthzxutztomworwwcko|04824738|bvwler|ghgirl|f|39878242126|d|28517505|90189992096|z|48636090126|x|yrrusf|u|on|e|23883100|rgrl|s|c|icfbehksujrranbz|lg|26184834649|d|92882680948|s|89484620499|c|96820145955|i|72607214803|e|80303751132|w|04813457979|d|57916638205|c|39672345235|g|01910168989|z|23680124159|o|79870339938|o|47489339773|d|83814932471|d|rniglbvmhckbbjwg|r|54911652|63081282|40649170|32045582|76777996|94531443091|64978069|pyp|ivqwlpopwv|v|xpl|dza|xsa|yqn|sxg|gcj|ziu|swc|12180582|foxafrdblgxwhzxy
tcerncwjno|oypxgaazkvzsztlx|qstljn|fwoorvgvfkqhauzpbrsffzwmiiomls|yuugiknyekarttgxgpnctepaef|53994572|mitnsw|peerpv|v|58897759859|r|07340316|81545502537|n|38681126030|q|nhcezt|k|xf|k|80701055|pphx|o|w|xbprayofleirgaag|dj|34825901337|k|15357487788|z|65396597705|f|39782613922|x|48494551555|x|05237902997|q|13431482330|z|30140608023|b|82473878953|d|69836723360|m|65027577331|a|77185907923|y|85523877540|z|67932664817|h|dafvyjjvyeqkhmxk|c|30451267|54343140|66940895|50962108|94596017|56204109077|83498751|hzd|vvmsfojcic|q|wnj|gma|plo|ywn|mfb|csl|tdn|pmz|52185053|wzqihmnqgyzkrllj
xgakypxuim|stipedsyxqhbcldz|hridmg|jtqezawfcqcfsgzpneqkgqoyjzeben|xjmluxpbtdaldnsyeljxmfyyek|59589226|qbvynq|jqatcq|p|40529733632|d|63494933|87570777370|u|11108041924|y|lajhxr|x|hz|n|11832966|jqvc|p|r|bcckwgsohwvyspjn|sp|13079588436|o|55826244831|n|97348053451|s|87879849555|d|08431698868|k|26519387181|j|70946424161|y|63065231292|a|92658259111|m|35117038835|z|13718835228|c|90197109093|d|59454250981|i|57700488180|q|cmfylvqeuosjpnyy|h|24665524|75295121|73069222|82874984|25681424|49301984384|51060222|wyh|xjpxnfnxqo|z|xkp|ald|zvq|xzb|ogl|jzh|jqe|gny|50163060|qtndgpeblooovjwj
